processing_timestamp,file_name,model_version,client_name,opportunity_id,primary_market,deal_owner_ae,cluster,scenario_name,ci_ref_finance,executive_summary,alignment_with_ve_corporate_goals,win_retain_strategy,key_benefits,key_commercial_concerns,other_factors,deal_term,has_existing_vd_portfolio,existing_vd_portfolio_contract_end_date,qtr_beginning,qtr_ending,break_clause_year,client_full_name,client_address,client_notice_address,cw_number,fy_number,bid_identifier,has_existing_cia_with_client,has_pif_submitted,vdc_name,existing_oct_l12m_pv_eur,existing_oct_l12m_txn_count,existing_aft_l12m_pv_eur,existing_aft_l12m_txn_count,origin_market,client_ype,enabler_name,aft_irf,oct_irf,fx_eur_usd,fx_eur_gbp,domestic_metrics,intra_eea_metrics,intra_non_eea_metrics,inter_metrics,oct_pp_aa_dom_tt,oct_pp_aa_intra_eea_euro_tt,oct_pp_aa_intra_eea_non_euro_tt,oct_pp_aa_intra_non_eea_tt,oct_pp_aa_inter_tt,oct_pp_aa_dom_uc,oct_pp_aa_intra_eea_euro_uc,oct_pp_aa_intra_eea_non_euro_uc,oct_pp_aa_intra_non_eea_uc,oct_pp_aa_inter_uc,oct_fd_dom_tt,oct_fd_intra_eea_euro_tt,oct_fd_intra_eea_non_euro_tt,oct_fd_intra_non_eea_tt,oct_fd_inter_tt,oct_fd_dom_uc,oct_fd_intra_eea_euro_uc,oct_fd_intra_eea_non_euro_uc,oct_fd_intra_non_eea_uc,oct_fd_inter_uc,aft_pp_aa_dom_tt,aft_pp_aa_intra_eea_euro_tt,aft_pp_aa_intra_eea_non_euro_tt,aft_pp_aa_intra_non_eea_tt,aft_pp_aa_inter_tt,aft_pp_aa_dom_uc,aft_pp_aa_intra_eea_euro_uc,aft_pp_aa_intra_eea_non_euro_uc,aft_pp_aa_intra_non_eea_uc,aft_pp_aa_inter_uc,aft_fd_la_dom_tt,aft_fd_la_intra_eea_tt,aft_fd_la_intra_non_eea_tt,aft_fd_la_inter_tt,aft_fd_la_dom_uc,aft_fd_la_intra_eea_uc,aft_fd_la_intra_non_eea_uc,aft_fd_la_inter_uc,discount_option_type,discount_option_pct,upfront_cash_earned_out,upfront_vik_gross_including_vat_earned_out,fixed_support_earned_out,vik_support_gross_including_vat_earned_out,split_over_ride_pct,intra_eea_euro_metrics,intra_eea_non_euro_metrics,oct_dest_net_issuing_yield,aft_orig_market_net_issuing_yield,domestic_metrics_6,intra_eea_metrics_6,intra_non_eea_metrics_6,inter_metrics_6,oct_pp_aa_intra_eea_tt,oct_pp_aa_intra_eea_uc,oct_fd_intra_eea_tt,oct_fd_intra_eea_uc,aft_dom_tt,aft_intra_eea_tt,aft_intra_non_eea_tt,aft_inter_tt,aft_dom_uc,aft_intra_eea_uc,aft_intra_non_eea_uc,aft_inter_uc
2026-04-22T17:17:48Z,Visa Direct - Latest Pricing vJan26 AuoContract_ING_VDC_v2.xlsm,vJan26,ING Diba,OPP-001054229,Germany,Joke Smit ,Central Europe,MLS,FY26_372,"ING Germany is a high-priority Visa Direct opportunity. Since summer 2025, our engagement on Visa+, OCT mandates, and Visa Direct has positioned VD as a strategic lever for ING’s payments and card agenda. Cross-border retail payments are now a board-level priority, driven by pressure from Revolut, Wise, and other disruptors and growing customer leakage. Visa Direct is resonating as a complement to Wero and traditional correspondent banking, extending ING’s proposition into cross-border consumer remittances, where it is currently behind the market. Momentum is building, with ING preparing an internal decision paper and evaluating VDC, VDA, and VDW options. For VDC WOrldline is considered as enabler. ","This opportunity aligns strongly with Visa’s corporate goals and FY26/FY27 scorecard priorities by increasing Visa Direct origination penetration in the banking segment and expanding adoption of value-added services such as Visa+, which enhance user experience and stimulate transaction growth. Visa Direct to Card also supports Visa’s broader objective to diversify revenue beyond traditional consumer payments, while strengthening Visa’s position in strategic cross-border and account-based money movement use cases.","ING diba requested indicative pricing, signalling credible buying intent. Our response must be formal, commercially sharp, and execution-focused to secure local approval. This is relevant beyond DE: ING Romania & Poland are live with OCT origination, ING NL is interested. ING HQ may move toward a centralized remittance RFP. Given the limited local VIK availability, we should consider targeted Visa Direct VIK support, on top of the XB rebate, rather than an earnout, to create a strong local buying intend as well as a simpler offer, while linking fixed support to tangible execution milestones (implemenation, activation). Local Visa sponsorship is strong, with RMD and CM DE engaged, and a parallel VDA/VDW offer is being prepared.","1. sizeable opportunity with healthy KPIs and credible buying intent. 2. Simpler, more effective commercial structure: a CMSDR model with fixed support plus XB rebate makes the offer more tangible, improve local attractiveness, and increase the likelihood of approval in DE. Closing the German deal before the potantial central RFP is issued is in Visa's interest.  3. Strategic client win in Germany: landing ING Germany would establish Visa Direct with a major direct bank and strengthen our position with other German banks reviewing their XB payments strategy. 4. Broader ING upside: winning locally would improve our chances of a wider ING Group opportunity.","1. Group-level dynamics may influence local decision-making, particularly if ING HQ moves toward a broader or centralized remittance approach. 2. Offer design will be critical: if our proposal is too complex or not attractive enough commercially, we risk losing momentum at the local approval stage. 3. Limited local VIK / resouce availability may constrain flexibility and require targeted fixed support to make the business case work for ING Germany. 4. Competitive pressure is real, ING will also be assessing  alternative providers and solution models(MCI, potentially Wise, Citi) , which could affect pricing and structure. ","This opportunity has both local urgency and broader group significance: ING Romania and Poland are already live with OCT origination, ING Netherlands has expressed interest, and ING HQ is becoming increasingly aware of the urgency, our value proposition, and their country-level progress—raising the prospect of a centralized RFP on consumer remittances. Strong support from RMD and CM Germany, including board-level socialization and C-level engagement, gives us a solid platform. We should treat this German opportunity as a strategically important deal for CE as entry point for a subsequent group deal that impacts CE and CEE, requiring sharp pricing, proactive support, and thoughtful handling of enablement/VIK for DE. ",5,No,,2027-01-01 00:00:00,2031-12-31 00:00:00,0,ING Diba AG,"THEODOR-HEUSS-ALLEE 2, 60486 FRANKFURT AM MAIN ","THEODOR-HEUSS-ALLEE 2, 60486 FRANKFURT AM MAIN ",,FY26_372,10030407,,No,,,,,,EEA,Originator,Worldline,Rack,Rack,1.1734,0.87268,", , 112, , , , 1",,"236.1827929793762, , , , 0.85, , 1","236.1827929793762, , , , 0.65, , 1",", , , , ",", , , , ","300952.0317018174, 401879.3050533389, 484478.89821863535, 580599.5116252126, 692240.5034320034","42432.7446937756, 56662.98995428019, 68309.1231562166, 81861.65319040998, 97602.47964673738","513720.97556241555, 686002.4419270272, 826998.8104910959, 991075.3744925293, 1181645.010787807",", , , ",", , , ","Remittances, XB Funds Transfer (Send funds to receiver only), , ","Remittances, XB Funds Transfer (Send funds to receiver only), , ","Remittances, XB Funds Transfer (Send funds to receiver only), , ",", , , , ",", , , , ",", , , , ",", , , , ",", , , , ",", , , ",", , , ",", , , ",", , , ",", , , ","257534.448, 343901.20048128, 414584.36055353255, 496837.8976873534, 592372.7277283788",", , , , ",", , , , ",", , , , ",", , , , ","Person2Person(P2P), Wallet Transfers, , ",", , , ",", , , ",", , , ",", , , ",", , , , ",", , , , ",", , , , ",", , , , ",", , , ",", , , ",", , , ",", , , ","Option 2 (Only XB OCTs, tiered discount)",0,", , , , ","-200000, , , , ",", , , , ",", -150000, -150000, , ","0, 0, 0, 0, 0, 0, 0, 0, 0","236.1827929793762, , , , , , 1","236.1827929793762, , , , 0.65, , 1","0.5, 0.45, 0.405, 0.36450000000000005, 0.32805000000000006, 0.2952450000000001, 0.2657205000000001, 0.23914845000000007, 0.21523360500000008, 0.19371024450000007","0.5, 0.45, 0.405, 0.36450000000000005, 0.32805000000000006, 0.2952450000000001, 0.2657205000000001, 0.23914845000000007, 0.21523360500000008, 0.19371024450000007",,,,,,,,,,,,,,,,
